gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
2019-04-25 14:25:06.000000,158.392201261,27.0,1.988719776,2.00576642869,co[ii],480.78145148,486.830677949,cod[ii],72.8817586955,140.0187836,8233.5683154,0.8,99.5,43.8063282379,-79.3821511384,992.0,rd1[ii],rd2[ii],53.0172684166,45.01461792,8.7,78.4188396382,1.1,3.8,36.1
2019-04-25 14:25:07.000000,158.217846165,27.0,1.9850027002,2.00204527675,co[ii],480.78145148,486.830677949,cod[ii],72.9559313662,140.0373535,8233.5683154,0.8,100.3,43.8063668598,-79.3819784393,992.0,rd1[ii],rd2[ii],53.1524,45.01461792,8.7,78.4840286898,2.5,3.8,36.8
2019-04-25 14:25:10.000000,157.333827798,27.0,1.9850027002,2.00220068165,co[ii],477.4971407,483.544310633,cod[ii],72.8675369176,139.9630737,8309.4822205,0.8,101.2,43.8064802811,-79.3814396974,992.197270314,rd1[ii],rd2[ii],53.2959072096,45.01306152,8.8,87.6040468053,3.2,3.53767986108,36.0
2019-04-25 14:25:11.000000,157.14034183,27.0,1.9882270497,2.0054288194,co[ii],477.4971407,483.544310633,cod[ii],72.9670769137,139.9259338,8309.4822205,0.8,100.9,43.8065152161,-79.3812682473,992.231401453,rd1[ii],rd2[ii],53.389171074,45.01306152,8.8,83.5615500245,1.7,3.79888090865,35.6
2019-04-25 14:25:14.000000,157.247280442,27.0625,1.9882270497,2.00545480898,co[ii],486.28853989,492.473685586,cod[ii],73.3202702698,140.0002136,8322.1535216,0.8,99.7,43.8066268163,-79.3807376049,992.26971215,rd1[ii],rd2[ii],54.2610973018,45.01306152,8.8,74.7133328857,0.4,4.4409524449,38.0
2019-04-25 14:25:15.000000,157.607699834,27.0,1.9887083156,2.0059366466,co[ii],486.28853989,492.473685586,cod[ii],73.3282124375,140.1116486,8322.1535216,0.8,98.0,43.806667227,-79.3805530264,992.236244947,rd1[ii],rd2[ii],54.5532988685,45.00997925,8.80878833902,73.9660431172,0.4,4.5439416951,38.2
2019-04-25 14:25:19.000000,159.168707329,27.0625,1.9887083156,2.00596239566,co[ii],453.26026898,458.963308239,cod[ii],72.6658656176,140.0745087,8334.7034511,0.8,104.3,43.8068299071,-79.3798156824,992.101319351,rd1[ii],rd2[ii],55.56,45.00997925,8.9,76.0168237512,1.1,3.82415881244,35.7
2019-04-25 14:25:20.000000,158.99863936,27.0625,1.9834992638,2.00074708827,co[ii],453.26026898,458.963308239,cod[ii],72.4156153556,140.0745087,8334.7034511,0.8,102.5,43.8068746916,-79.3796291745,992.03865303,rd1[ii],rd2[ii],55.56,45.00997925,8.9,75.6891478124,359.6,4.56817575671,38.2
2019-04-25 14:25:23.000000,159.057471365,27.0625,1.9834992638,2.00101984241,co[ii],452.82998671,458.603614613,cod[ii],72.5215810345,140.0002136,8467.9257392,0.8,99.4,43.8070029821,-79.3790765921,991.81596745,rd1[ii],rd2[ii],56.1702084549,45.00997925,8.9,71.116666691,0.9,4.83537414767,39.6
2019-04-25 14:25:24.000000,159.344827777,27.0625,1.9793076362,1.99682260466,co[ii],452.82998671,458.603614613,cod[ii],72.5700776445,140.0373535,8467.9257392,0.8,98.6,43.8070428927,-79.378895664,991.714478987,rd1[ii],rd2[ii],56.7091027852,45.00997925,8.89119947865,74.2816166832,0.3,4.60880052135,39.5
